username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
flacodmy,Alexis Esquivel,https://twitter.com/flacodmy/status/1273790365099683840,"""⚽🦵🏼 Time with this 2019 copa america 100th anniversary special edition @CBF_Futebol 👕 #homeshirts #GetYourKitOn #ShowOffYouShirt… https",2020-06-18 18:31:00,22,1,1,CBF_Futebol,1,homeshirts | GetYourKitOn | ShowOffYouShirt,3,,https://pbs.twimg.com/media/Ea1pkVyWAAEwUKf.jpg
,,https://twitter.com/ValeBodi/status/1273714917263081472,"""I have been on pyridostigmine and added ivabradine recently, but I still experience episodes of reduced CBF and I easily PEM myself by doing simple household chores. Might be too late for my longstanding ME case who went undiagnosed for too many years.… https",2020-06-18 13:31:00,5,,1,,0,,0,,
imtofuuu,BLS Tofuuu,https://twitter.com/ImTofuuu/status/1273184317364043783,"""Gn cbf playing this game""",2020-06-17 02:22:00,12,,2,,0,,0,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1273232698245394432,"""Let’s decide our #Mexico70 greatest goal finalists 🔝⚽️

Which of these deserves to move on? 🇧🇷 

#WorldCupAtHome | @CBF_Futebol""",2020-06-17 05:35:00,133,10,3,CBF_Futebol,1,Mexico70 | WorldCupAtHome,2,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1273250633718599680,"""Earlier this week we gave modern stars 1970 #WorldCup makeovers 🔙

🔄 Now it’s time to flip the script!

First we have 𝒪 ℛℯ𝒾 himself",2020-06-17 06:46:00,"1,739",152,29,,0,WorldCup,1,,https://pbs.twimg.com/media/Eat8j4oXsAIKYlb.jpg
fbhfootball,The Analysis,https://twitter.com/fbhfootball/status/1273364535223689216,"""""To execute their plan, Giuntini’s men pressed in a 4–2–4 shape high up the pitch when out of possession""

@FootballTheory_ takes us back to the 2019 U-17 World Cup fixture between @CBF_Futebol and @equipedefrance",2020-06-17 14:18:00,2,1,0,FootballTheory_ | CBF_Futebol | equipedefrance,3,,0,,https://pbs.twimg.com/media/EavmS5xXsAALibf.png
,,https://twitter.com/joshuabadge/status/1272749512008675329,"""I hesitate to name them bc I cbf dealing with dozens of sock puppet accounts calling me a traitor to the revolution, but yes… """,2020-06-15 21:35:00,6,,1,,0,,0,,
labradormbe,Richard Labrador MBE,https://twitter.com/LabradorMBE/status/1272789579121283072,"""We saw Tim Henry as a young officer with the Gibraltar Squadron, now as CBF, will we see him as Governor? Best wishes Tim, due to leave shortly… https",2020-06-16 00:14:00,3,,0,,0,,0,,
molluscwedding,pudge,https://twitter.com/molluscwedding/status/1272813504295141376,"""My auntie is 5""1' i cbf changing the seat… """,2020-06-16 01:49:00,22,,3,,0,,0,,
o_0huh,allie ,https://twitter.com/o_0huh/status/1272799832428539910,"""2 new cases in nz omgggg cbf plz don’t be more rly don’t wanna do lockdown again""",2020-06-16 00:55:00,6,,1,,0,,0,,
,,https://twitter.com/TheSpionKop106/status/1272585546615980032,"""Rivaldo, i have no idea why he came into my head first… """,2020-06-15 10:43:00,2,,0,,0,,0,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1272589690852519936,"""“There was a harmony between us as humans.” 🎼

🇧🇷 Catch @CBF_Futebol in concert as FIFA Films profiles their inimitable 1970 #WorldCup 🏆

📺 Coming soon…

#WorldCupAtHome | #Mexico70… https",2020-06-15 11:00:00,481,81,5,CBF_Futebol,1,WorldCup | WorldCupAtHome | Mexico70,3,,
,,https://twitter.com/Michaluck/status/1272590001595973633,"""I think some Brazilians are offenend… """,2020-06-15 11:01:00,5,1,1,,0,,0,,https://pbs.twimg.com/media/Eakl3EBWsAEN2Jh.jpg
_rfcweeshannonx,RFCshaz,https://twitter.com/_RFCweeshannonx/status/1271954641668931590,"""Cbf way cunts who use ma shed as a drinking den then fuck off without even offering to clear up behind themselves. Ignorant that""",2020-06-13 16:56:00,52,,3,,0,,0,,
nzben,nzben,https://twitter.com/nzben/status/1272032975631208450,"""Once again the first thing that comes to mind watching US police is “lazy”. Rather than do the hard work they just reach for a gun. 

Having a hard time convincing someone? Point a gun at their head.

Chasing someone? cbf running I’ll just shoot him in the back.… https",2020-06-13 22:07:00,19,3,1,,0,,0,,
,,https://twitter.com/TakingBackUltra/status/1272142259987890178,"""Brazil have a choice between them and Alisson is number one.… https",2020-06-14 05:22:00,34,,1,,0,,0,,
fifacom,FIFA.com,https://twitter.com/FIFAcom/status/1272144255134228481,"""Brazilian football lost a legend 5 years ago today 😢

Remembering Zito, a Seleção #WorldCup winner in 1958 and 1962 🏆🏆

@CBF_Futebol | #OnThisDay… https",2020-06-14 05:30:00,220,25,2,CBF_Futebol,1,WorldCup | OnThisDay,2,,https://pbs.twimg.com/media/EadmdPeWsAEeK_h.jpg
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1271442162295672834,"""Invincibles! 🔝

🇧🇷 @CBF_Futebol set the gold standard in 1970, then eclipsed it in 2002 🥇

#WorldCupAtHome | #Mexico70… https",2020-06-12 07:00:00,182,21,2,CBF_Futebol,1,WorldCupAtHome | Mexico70,2,,https://pbs.twimg.com/media/EaUR3_tXsAErJFn.jpg
modgibraltar,MOD Gibraltar,https://twitter.com/MODGibraltar/status/1271355794647388160,"""A very warm welcome to #Gibraltar’s new #Governor from #CBF and the #BFGib community.  ⁦@RNGibSqn⁩ ⁦@RoyalGibraltar⁩ ⁦@RAF_Gib⁩ ⁦@UKStratCom⁩ ⁦@DefenceHQ⁩ ⁦@Convent_Gib⁩ ⁦⁦@ForcesNews⁩  https",2020-06-12 01:16:00,12,2,0,RNGibSqn | RoyalGibraltar | RAF_Gib | UKStratCom | DefenceHQ | Convent_Gib | ForcesNews,7,Gibraltar | Governor | CBF | BFGib,4,,
steve1t,Steve,https://twitter.com/Steve1T/status/1270671267453120513,"""#OnThisDay in 1975 – @Pele signed w/ @NYCosmos during a press conference held by Warner Communications at NYC's #21Club.  3-time @FIFAWorldCup winner w/@CBF_Futebol & ex-@SantosFC star agreed to play 3 seasons for the #NASL club.… https",2020-06-10 03:56:00,29,21,3,Pele | NYCosmos | FIFAWorldCup | CBF_Futebol | SantosFC,5,OnThisDay | 21Club | NASL,3,,https://pbs.twimg.com/media/EaJUeE-XYAA_DB4.jpg
mishra_cbf_lab,Anusha Mishra,https://twitter.com/Mishra_CBF_Lab/status/1270745179134128130,"""#ShutDownSTEM 
Read, listen, learn, plan, act to eradicate racism, especially against Black folks, in science.… """,2020-06-10 08:50:00,10,1,0,,0,ShutDownSTEM,1,,
fm_twittah,Football Memories,https://twitter.com/FM_Twittah/status/1270804677802639360,"""El Fenomeno, 20 years later!

#footballmemories #ronaldo #fenomeno #brasil #brazil #brasile #nike #legend #nikefootball #90sfootball #Selecao #SelecaoSportv #serieaoperazionenostalgia #machenesanno #Seleção #GigantesPorNatureza #SeleçãoBrasileira #Canarinho #Superclássico #CBF… https",2020-06-10 12:47:00,8,2,0,,0,footballmemorie | ronaldo | fenomeno | brasil | brazil | brasile | nike | legend | nikefootball | 90sfootball | Selecao | SelecaoSportv | serieaoperazion | machenesanno | Seleção | GigantesPorNatu | SeleçãoBrasilei | Canarinho | Superclássico | CBF,20,,https://pbs.twimg.com/media/EaFv7fCXkAA6qKj.jpg
,,https://twitter.com/gracecarbonell4/status/1270182843105214464,"""🤣🤣🤣🤣 exactly I tagged nico like 3 times 😂😂😂… https",2020-06-08 19:36:00,5,,0,,0,,0,,
bctineducation,Ben,https://twitter.com/bctineducation/status/1270288424227024896,"""Getting back to school *and* listening to #Akimbo @McCallSmith read by CBF BFC @040thomsonrob a wonderful and inspiring experience for children at Akrotiri School - thank you @StnCdrAkrotiri @BFBSCyprus @BFCyprus… https",2020-06-09 02:35:00,10,2,0,McCallSmith | 040thomsonrob | StnCdrAkrotiri | BFBSCyprus | BFCyprus,5,Akimbo,1,,https://pbs.twimg.com/media/EaD4lUwWoAEMHYY.jpg | https://pbs.twimg.com/media/EaD4lUwXQAAqiF6.jpg
,,https://twitter.com/lawrencepowers/status/1270325931748601865,"""The Alliance of Baptists and CBF?… """,2020-06-09 05:04:00,4,,0,,0,,0,,
fifacom,FIFA.com,https://twitter.com/FIFAcom/status/1269977722295549952,"""🚨 ⚽️ 🗳️

@LFC | 🇸🇳 @FootballSenegal | @neymarjr | @PSG_English | 🇧🇷 @CBF_Futebol  
 
Who is the better player?""",2020-06-08 06:00:00,522,95,122,LFC | FootballSenegal | neymarjr | PSG_English | CBF_Futebol,5,,0,,
lorax_educator,Casey Robertson,https://twitter.com/lorax_educator/status/1270000123406422016,"""Environmental justice is intertwined with social justice. Thank you CBF ❤️🧡💛💚💙💜… """,2020-06-08 07:29:00,2,,0,,0,,0,,
coach_mccleary,Sean McCleary,https://twitter.com/coach_McCleary/status/1268927048644464641,"""Academic Weapons 💪🏽🤓📚 #CBF… """,2020-06-05 08:25:00,4,1,0,,0,CBF,1,,
madhattersau,MadhattersAU,https://twitter.com/madhattersAU/status/1270309116926443520,"""CBF with Makeup guys, Im sorry if i break your screens from UGLY! TIME TO GAME  (DAY 6/100 OF KBM) !FOLLOW !SUB !CHILL https",2020-06-09 03:57:00,4,3,1,,0,,0,,
livirishfest,Liverpool Irish Festival,https://twitter.com/LivIrishFest/status/1268139152803074049,"""CBF#16",2020-06-03 04:15:00,10,7,0,,0,,0,,https://pbs.twimg.com/media/EZlU_Z7WsAE6Af_.jpg
steve1t,Steve,https://twitter.com/Steve1T/status/1268935225838632960,"""#OnThisDay in 1994 – Hosts #CANMNT held @CBF_Futebol to a 1",2020-06-05 08:58:00,38,14,5,CBF_Futebol,1,OnThisDay | CANMNT,2,,https://pbs.twimg.com/media/EZwnsBoXYAc9jPC.jpg | https://pbs.twimg.com/media/EZwpyONXsAIjLG-.jpg | https://pbs.twimg.com/media/EZwpzSmWsAEN-2s.jpg
kate_n_thomas,Kate Thomas,https://twitter.com/Kate_N_Thomas/status/1268109388260102144,"""Everything you need to know about CBF right here👇 Pretty good way to spend Saturday morning (NZ time) 🤓… """,2020-06-03 02:16:00,22,3,0,,0,,0,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1268188785373777922,"""⏱️ #OnThisDay in 1970, with 🇩🇪 @DFB_Team_EN & 🇧🇷 @CBF_Futebol kicking off simultaneously, Uwe Seeler edged @Pele by merely minutes to become the 1st player to score in 4 #WorldCup tournaments 🔢

🤔 Who was the 3rd player to achieve the feat?""",2020-06-03 07:32:00,488,41,15,DFB_Team_EN | CBF_Futebol | Pele,3,OnThisDay | WorldCup,2,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1268230575128752128,"""🔙 Did he still have it? @Pele answered that emphatically as 🇧🇷 @CBF_Futebol's #WorldCup campaign began 50 years ago today

4 nutmegs
Breathtaking dummies
That exceptional lob attempt
A fine goal

Pele & Brazil were en route to becoming 'The King' & 'The Beautiful Team' 👑🤩… https",2020-06-03 10:18:00,343,36,8,Pele | CBF_Futebol,2,WorldCup,1,,https://pbs.twimg.com/media/EZmjv4ZXkAAZnNe.jpg
ramsessandoval,ⓇⒶ,https://twitter.com/RamsesSandoval/status/1268300534710063106,"""eSeries 1 - STARTS TONIGHT!

🎙 @jordangeli 
🎙 @RamsesSandoval 

cc",2020-06-03 14:56:00,4,1,0,jordangeli | RamsesSandoval,2,,0,,https://pbs.twimg.com/media/EZnonMiXsAQ4a88.jpg | https://pbs.twimg.com/media/EZnonMiWAAII8S6.jpg
nufckylee,•kyle,https://twitter.com/nufckylee/status/1268188927141314562,"""doing an avi tier list, follow me and like and rt this tweet to be put in. reply with your avi as well as am lazy and cbf to get it off your account""",2020-06-03 07:32:00,29,14,24,,0,,0,,
,,https://twitter.com/Steve1T/status/1268275224748929024,"""Also...#OnThisDay in 1979 – @NYCosmos won for 10th time in its last 12 #NASL regular season games after defeating visiting #TorontoBlizzard 3",2020-06-03 13:15:00,6,5,0,NYCosmos,1,OnThisDay | NASL | TorontoBlizzard,3,,https://pbs.twimg.com/media/EZnRdMVWoAEfSmT.jpg | https://pbs.twimg.com/media/EZnRfZFWkAMOH_5.jpg
gloves78,GlovesWasHere,https://twitter.com/gloves78/status/1267732953116733441,"""Ok time to unload the Ute, I gotta go to lanclin to get a crate of onions tomorrow, I gotta get it all off anyway only I really CBF doing it tonight, at least it doesn’t have to go far, my shed is where the pic was taken from… https",2020-06-02 01:21:00,1,,1,,0,,0,,https://pbs.twimg.com/media/EZfkYNBU0AA6DCd.jpg
foxsportsasia,FOX Sports Asia,https://twitter.com/FOXSportsAsia/status/1267667254474227712,"""😱 Insane! 😱

Former 🇧🇷 @CBF_Futebol striker Fred is cylcing 600 kilometres to join his new club ⚽ @FluminenseFC! 🚴‍♂️ 🌞 ✍️

https",2020-06-01 21:00:00,10,2,0,CBF_Futebol | FluminenseFC,2,,0,,
danniewilsonn,dannie,https://twitter.com/danniewilsonn/status/1267806188147814401,"""actually block me if ur gonna bring sectarianism into the current situation in America cause I CBF""",2020-06-02 06:12:00,76,4,1,,0,,0,,
trentslatts,Slatts,https://twitter.com/trentslatts/status/1267787255659167744,"""Anyone else struggling to get back into the swing of being social? It’s my birthday on Sunday and I just cbf organising to do anything. I’ve gotten so used to being stuck at home as the only option.""",2020-06-02 04:56:00,22,,4,,0,,0,,
albionloveden,AlbionLoveDen,https://twitter.com/AlbionLoveDen/status/1267304078951870473,"""Just monumental amounts of CBF today.""",2020-05-31 20:56:00,4,,1,,0,,0,,
missbicepslol,MeeeeL,https://twitter.com/MissBicepslol/status/1267368771431219200,"""Man i normally unfollow someone being racist, sexist etc but from now on i cbf seeing their shit ever again. If you're blocked, you know why. Dont want to ever associate with you. Simple""",2020-06-01 01:13:00,24,2,1,,0,,0,,
fifawwc,FIFA Women's World Cup,https://twitter.com/FIFAWWC/status/1267814474435760129,"""🎂 Happy birthday to a player who specialised in the spectacular 😲

🇧🇷 @CBF_Futebol legend Sissi, Golden Boot winner at the 1999 #FIFAWWC with seven goals, turns 53 today 🥳… https",2020-06-02 06:45:00,707,155,12,CBF_Futebol,1,FIFAWWC,1,,
,,https://twitter.com/rxmart2/status/1267323023679352843,"""She chose not to have one, she could have done the same thing but didn’t, wonder why?  Also CBF did not want the attention, Tara did.  CBFs story never changed, taras did nearly 40 times.… https",2020-05-31 22:12:00,3,,0,,0,,0,,
nanatuffourb,Nana Tuffour,https://twitter.com/NanaTuffourB/status/1267382126967697408,"""Flight CBF is airborne #CitiBusinessFestival… """,2020-06-01 02:07:00,5,3,0,,0,CitiBusinessFes,1,,
,,https://twitter.com/HAFriberg/status/1266825463432970243,"""Thank you for letting me know. I will send this update to the cblib site within the next few days.. and maybe play around with the Julia CBF reader 😉… https",2020-05-30 13:15:00,1,,1,,0,,0,,
nc_cbf,Northern California Cherry Blossom Festival ,https://twitter.com/NC_CBF/status/1266447430414811136,"""🥋 Oshiro Dojo #SanMateo teaches Shima-Ha Shorin-ryu style Okinawan #karate and Yamanni-ryu style kobudo weapons, sign up for kid and adult classes at https",2020-05-29 12:12:00,2,1,0,,0,SanMateo | karate,2,,
,,https://twitter.com/LfcMacka/status/1266853693296652293,"""nah i cbf using it not abt that life… """,2020-05-30 15:07:00,2,,0,,0,,0,,
mbisch3,mbisch,https://twitter.com/mbisch3/status/1266718889397944320,"""Just think for a moment if these arranged, organized, “protests” & media coverages **FEEL** like when they rioted Berkeley (Milo), during CBF / Kavanaugh hearings, when the caravan of refugees were bum rushing the borders.  

THINK HARD.""",2020-05-30 06:11:00,2,1,2,,0,,0,,
,,https://twitter.com/iamPS1Hagrid/status/1266339261512429568,"""But they heavily improved them elsewhere. Rain and snow being actual objects that float in the sky vs being an onscreen filter because devs gave up doing proper weather because they cbf stopping it occurring inside. @ 2",2020-05-29 05:03:00,15,2,3,,0,,0,,
waste360,Waste360,https://twitter.com/Waste360/status/1265708149711011840,"""🦪 ♻️ @chesapeakebay (CBF) is facing a shortage of empty oyster shells. Through its Save Oyster Shells recycling program, CBF collects empty oyster shells from participating restaurants and uses them in a variety of oyster restoration projects. https",2020-05-27 11:15:00,11,5,0,chesapeakebay,1,,0,,https://pbs.twimg.com/media/EZCy2izWkAMM2YM.jpg
theonegoalorg,The One Goal,https://twitter.com/TheOneGoalOrg/status/1265746055498551306,"""Guess what... we have a special 11pm (UK time) release! Our 17th jersey is a big one! A special one for the South Americans out there 😁😉

@CBF_Futebol @fifaworldcup_es… https",2020-05-27 13:45:00,8,,2,CBF_Futebol | fifaworldcup_es,2,,0,,
swensongranite,swensongranite,https://twitter.com/SwensonGranite/status/1265752389694427138,"""This Corinthian granite wall is just one section of three walls installed by CBF Landworks. It's a double-sided, freestanding, mortared wall with no mortar visable. It took two men nearly three months to build all three sections. 😅💪… https",2020-05-27 14:11:00,2,,0,,0,,0,,https://pbs.twimg.com/media/EZDbFtfXsAIu90S.jpg
hrsdva,HRSD,https://twitter.com/HRSDVA/status/1265642697085288451,"""With fewer people eating oysters in restaurants, CBF is running low on recycled oyster shells. Each shell can be home to dozens of spat (baby oysters). How can you help? Save your oyster shells and drop them off at one of the locations listed here",2020-05-27 06:55:00,4,1,0,,0,,0,,
caitbfashion,caitriona b fashion,https://twitter.com/caitbfashion/status/1265758526632349698,"""📷 Harpers Bazaar Shoot | 10th May 2020 What",2020-05-27 14:35:00,2,,0,,0,,0,,
mishra_cbf_lab,Anusha Mishra,https://twitter.com/Mishra_CBF_Lab/status/1265159770719182848,"""Good way to stay 6 feet away!… """,2020-05-25 22:56:00,13,,0,,0,,0,,https://pbs.twimg.com/media/EY7AGGOU4AIt1Be.jpg | https://pbs.twimg.com/media/EY7AGm6U8AIIKIG.jpg
caraandersonnx,Cara,https://twitter.com/CaraAndersonnx/status/1265053617230397454,"""so draining constantly hating and being obsessed about my appearance and my body. people don't realise how much what they say can still have an effect on someone years later, so hard for me to see myself for more than what I look like I just cbf anymore""",2020-05-25 15:54:00,27,,3,,0,,0,,
fifawwc,FIFA Women's World Cup,https://twitter.com/FIFAWWC/status/1264985142851969024,"""Football has sadly lost one of its good guys

Vadão, who launched the career of @KAKA & coached 🇧🇷 @CBF_Futebol at last year's #FIFAWWC, passed away today after a battle with cancer. RIP… https",2020-05-25 11:22:00,602,106,27,KAKA | CBF_Futebol,2,FIFAWWC,1,,https://pbs.twimg.com/media/EY4gTw6XsAAcF0m.jpg
landry235,Sue,https://twitter.com/landry235/status/1265190793360191488,"""I have a case of the CBF bit of a problem when the dudes want food""",2020-05-26 00:59:00,5,,2,,0,,0,,
cbfinfo,CBF,https://twitter.com/cbfinfo/status/1264639911237496832,"""CBF General Assembly — Experience it Online! - https",2020-05-24 12:30:00,1,1,0,,0,,0,,
,,https://twitter.com/Trump2Usa/status/1264607523346231296,"""Stop the BS!

Look what the left did to Kavanaugh

CBF had NO evidence 
NO corroborating witnesses 
NOT even a semblance of a story 

Yet, the left  called her “a hero, credible”

Kavanaugh had a STELLAR record and the left STILL smeared the crap out of him

#DoubleStandard… https",2020-05-24 10:21:00,48,5,1,,0,DoubleStandard,1,,
s_tfootball,Sliding Tackle,https://twitter.com/s_tfootball/status/1264593268043476992,""".@The_Kitsman the international kits 🇺🇸 🇸🇻 🇨🇴 🇧🇷 @USMNT @LaSelecta_SLV @FCFSeleccionCol @CBF_Futebol #usmnt #laselecta #colombia #brazil… https",2020-05-24 09:25:00,5,3,2,The_Kitsman | USMNT | LaSelecta_SLV | FCFSeleccionCol | CBF_Futebol,5,usmnt | laselecta | colombia | brazil,4,,https://pbs.twimg.com/media/EYy83szUEAIZAF7.jpg
modgibraltar,MOD Gibraltar,https://twitter.com/MODGibraltar/status/1263872672108347392,"""As the #Gibraltar community adjusts to Phase 2 of @GibraltarGov’s  #unlocktherock, Cdre Tim Henry, #CBF provides further advice to the #BFGib community. @GHAWeb @DefenceHQ @ForcesNews @UKStratCom @DMS_MilMed @Convent_Gib #stayathome   #catchitbinitkillit #inittogether… https",2020-05-22 09:41:00,20,3,0,GibraltarGov | GHAWeb | DefenceHQ | ForcesNews | UKStratCom | DMS_MilMed | Convent_Gib,7,Gibraltar | unlocktherock | CBF | BFGib | stayathome | catchitbinitkil | inittogether,7,,
,,https://twitter.com/kittypurrzog/status/1264646537398718464,"""And before you complain yes I do think it’s a problem that Tara Reade’s history and character is being probed when CBF’s was not""",2020-05-24 12:56:00,87,5,6,,0,,0,,
,,https://twitter.com/BklynCollege411/status/1263922579322044418,"""In 1970",2020-05-22 13:00:00,7,,1,,0,,0,,https://pbs.twimg.com/media/EYpa4mFWoAEPosE.jpg
jordy55548,jordy,https://twitter.com/Jordy55548/status/1263244993076113410,"""Got eldritch piece left for this bingo, but u already know we cbf doing ed3""",2020-05-20 16:07:00,6,,0,,0,,0,,
,,https://twitter.com/eugenedebsghost/status/1263928194723446784,"""she has more corroborating evidence than CBF (who i also believe) her lawyers can drop her for 1000 reasons. we don’t know the details. you’re jumping to a lot of conclusions here… https",2020-05-22 13:22:00,7,,2,,0,,0,,
outsidemade,Mixtape Agro ( July ),https://twitter.com/OutsideMade/status/1263959033121173504,"""Gl to everyone playing in this weekends events as I’m not playing in either of them as I CBF""",2020-05-22 15:24:00,8,,0,,0,,0,,
,,https://twitter.com/Zvyozdochka/status/1263384420796383232,"""She resigned from the employ of a state electrical TU, I think 2013 (?) when they donated to the Greens. I don't remember the specifics and CBF looking for that hideous name.… https",2020-05-21 01:21:00,4,,1,,0,,0,,
caruso_cbf,Lisa Caruso,https://twitter.com/caruso_cbf/status/1262922179219423232,"""Insightful peice by @HuffPost enviro reporter @c_m_dangelo on potentially lethal blow COVID-19 could deal to Tangier Island, one of many Chesapeake Bay islands struggling in the face of rising waters due to climate change.… https",2020-05-19 18:44:00,3,1,0,HuffPost | c_m_dangelo,2,,0,,
staronline,The Star,https://twitter.com/staronline/status/1262893968821542914,"""Brazilian football could restart in June - CBF
https",2020-05-19 16:52:00,2,,0,,0,,0,,
flurqz,Flurqz,https://twitter.com/Flurqz/status/1262926321308413953,"""Dw im staying on 12% cbf spending weeks learning a new sens",2020-05-19 19:01:00,2,,1,,0,,0,,
redbullhub,Red Bull Hub,https://twitter.com/RedBullHub/status/1263408174066958336,"""The extension of Vitinho's loan at Red Bull Bragantino was submitted to the CBF on Wednesday and he will remain at the club until December. The new deal includes a goal-related purchase obligation. [Globo Esporte] #RBBragantino""",2020-05-21 02:55:00,5,,0,,0,RBBragantino,1,,
,,https://twitter.com/CathyYoung63/status/1262939322229145606,"""The idea that people on the right saw credibility-damaging into about CBF as ""off-limits"" until now is... cute.… """,2020-05-19 19:52:00,2,,3,,0,,0,,
jorjhayes,Jorjah,https://twitter.com/jorjhayes/status/1262363299246735363,"""soon as i start feeling myself and a lot happier it’s always the same person that knocks me back down, cbf anymore",2020-05-18 05:43:00,25,,4,,0,,0,,
504kcal_,doppo struggle tweets,https://twitter.com/504kcal_/status/1262398531312201728,"""Speaking of enstars i did actually make some enstars charms but i didnt make alot of them so i didnt promo them hard... sorry i cbf making a proper photoshoot so i just threw some candy i had on my table arounf… https",2020-05-18 08:03:00,46,,2,,0,,0,,https://pbs.twimg.com/media/EYTwwsOVcAI5296.jpg
,,https://twitter.com/sandyddouglas/status/1262483058961285121,"""They have built upon the great work of @CathGreenLab & CBF, @jenneratingVacc and the VVCF, and many more across @JennerInstitute & @OxfordVacGroup. 
We’ve been lucky to have amazing support from partners Pall Biotech, @CobraBiologics, Halix, @OxfordBiomedica and now @AstraZeneca""",2020-05-18 13:39:00,7,4,2,CathGreenLab | jenneratingVacc | JennerInstitute | OxfordVacGroup | CobraBiologics | OxfordBiomedica | AstraZeneca,7,,0,,
astrofyre,FYRE,https://twitter.com/Astrofyre/status/1262518749527068672,"""yo i still love my Kween Koopa/Princess Bowser design from January so yea ima repost it cause i cbf finding it in my profile.. in case you missed it i made her as a fitting wife for our boy Bows so he can stop abducting Peach… https",2020-05-18 16:01:00,86,15,1,,0,,0,,https://pbs.twimg.com/media/EYVeDwPU0AEncKr.jpg
plastichamo,G. ,https://twitter.com/plastichamo/status/1261575510431133698,"""I grow mine, cause cbf shaving 😂… """,2020-05-16 01:33:00,4,1,1,,0,,0,,
thatdudetys,Tyson.,https://twitter.com/thatdudetys/status/1262507775977861126,"""If anybody goes Nike Dressmart, can you let us know if it’s any good 😂 cbf wasting my time for a 2nd day""",2020-05-18 15:18:00,33,1,4,,0,,0,,
seegrows1,SeeGrowS,https://twitter.com/SeeGrowS1/status/1261705023781773315,"""@SeeGrowS1 3 years ago this day at the Bridge developing a development and now we have the solution.
SeeGrow SF & SeeGrow CBF-30 effective solutions for artificial and Natural pitch sterilisation.… https",2020-05-16 10:08:00,8,3,0,SeeGrowS1,1,,0,,https://pbs.twimg.com/media/EYJ6B32XgAEhUJe.jpg
pandetici3,"Ravi U. Pande, MD",https://twitter.com/PandeTICI3/status/1261700709021626368,"""Beware of ghost core on CTP in hyperacute strokes (<3 hrs from onset). This patient had a core of 115 ml based on CBF <30%, but when adjusted to threshold of <20% the core is reduced to 34 ml. This patient seems eligible for thrombectomy based on smaller core and ASPECTS 7… https",2020-05-16 09:51:00,40,12,3,,0,,0,,
,,https://twitter.com/assmaah/status/1261592900590166016,"""Australia and New Zealand for sure! #GetOnside… """,2020-05-16 02:42:00,4,,0,,0,GetOnside,1,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1261717429937463296,"""The 2014 #WorldCup continues to bear fruit in 🇧🇷 Brazil. Its Legacy Fund has just aided @CBF_Futebol's social project 'Gol do Brasil', entering into a partnership with @UNESCO to promote citizenship & education to vulnerable children

Details 👉 https",2020-05-16 10:57:00,171,11,3,CBF_Futebol | UNESCO,2,WorldCup,1,,https://pbs.twimg.com/media/EYKFPLWWAAIrJ7J.jpg
fifacom,FIFA.com,https://twitter.com/FIFAcom/status/1261138464336035841,"""A special treat is in store at 20",2020-05-14 20:36:00,306,38,10,,0,,0,,https://pbs.twimg.com/media/EYB2SUXUcAAyOTV.jpg
idaddictusa,#IDAddict,https://twitter.com/IDAddictUSA/status/1261138942268772352,"""Follow @rosemcgowan on all social media. The more I read, the more I can identify. Why did Democrats insist that CBF was truthful yet they ditched the “believe all women” mantra when Tara Reade came forward? (Can’t… https",2020-05-14 20:38:00,4,1,0,rosemcgowan,1,,0,,
oliviaharkin_,Liv,https://twitter.com/OliviaHarkin_/status/1261006827384381440,"""My mummy just put on red lipstick to go out and clap I cbf no more like genuinely""",2020-05-14 11:53:00,19,1,0,,0,,0,,
,,https://twitter.com/Lazanimal/status/1261080086108725248,"""CBF told a consistent story and testified under oath under questioning from a prosecutor. Tara Reade has told an inconsistent story and has not given a sworn statement. To pretend they are similar is intellectually lazy or dishonest… https",2020-05-14 16:44:00,22,,1,,0,,0,,
cyberbytesfound,Cyber Bytes Foundation,https://twitter.com/CyberBytesFound/status/1260309724429344768,"""Excited to announce we have launched our CBF YouTube channel! Here's a quick look back at our Opening with Congressman Rob Wittman, General James Jones, General Al Gray and Lt. Gen. Lori Reynolds with our Founder Cesar Nader and Co-Founder @BrianMDeMuth 
https",2020-05-12 13:43:00,2,1,0,BrianMDeMuth,1,,0,,
